University,OUAC Code,Program name,Top 6 Average
McMaster,MEC,Engineering I (Co-op),98
McMaster,MEC,Engineering I (Co-op),98
McMaster,MEC,Engineering I (Co-op),97.33
McMaster,MEC,Engineering I (Co-op),97.33
McMaster,MEC,Engineering I (Co-op),97.17
McMaster,MEC,Engineering I (Co-op),97
McMaster,MEC,Engineering I (Co-op),97
McMaster,MEC,Engineering I (Co-op),96.67
McMaster,MEC,Engineering I (Co-op),95.7
McMaster,MEC,Engineering I (Co-op),95
McMaster,MEC,Engineering I (Co-op),94.33
McMaster,MEC,Engineering I (Co-op),93.83
McMaster,MEC,Engineering I (Co-op),93.75
McMaster,MEC,Engineering I (Co-op),93.67
McMaster,MEC,Engineering I (Co-op),93.5
McMaster,MEC,Engineering I (Co-op),92.8
McMaster,MEC,Engineering I (Co-op),98
McMaster,MEC,Engineering I (Co-op),97.5
McMaster,MEC,Engineering I (Co-op),96
McMaster,MEC,Engineering I (Co-op),95.83
McMaster,MEC,Engineering I (Co-op),95.66
McMaster,MEC,Engineering I (Co-op),95.2
McMaster,MEC,Engineering I (Co-op),93.16
McMaster,MEC,Engineering I (Co-op),93
McMaster,MEC,Engineering I (Co-op),92.83
McMaster,MEC,Engineering I (Co-op),92.66
McMaster,MEC,Engineering I (Co-op),95.33
McMaster,MEC,Engineering I (Co-op),91.33
McMaster,MEC,Engineering I (Co-op),95
McMaster,MEE,Environmental and Earth Sciences Gateway,88.33
McMaster,MEE,Environmental and Earth Sciences Gateway,87.25
McMaster,MEE,Environmental and Earth Sciences Gateway,86
McMaster,MEH,Integrated Biomedical Engineering & Health Sciences (Co-op),96.5
McMaster,MEI,Integrated Biomedical Engineering & Health Sciences (Co-op),99.4
McMaster,MEI,Integrated Biomedical Engineering & Health Sciences (Co-op),92.67
McMaster,MEI,Integrated Biomedical Engineering & Health Sciences (Co-op),98.9
McMaster,MEI,Integrated Biomedical Engineering & Health Sciences (Co-op),98
McMaster,MEI,Integrated Biomedical Engineering & Health Sciences (Co-op),97.5
McMaster,MEI,Integrated Biomedical Engineering & Health Sciences (Co-op),97
McMaster,MEI,Integrated Biomedical Engineering & Health Sciences (Co-op),96
McMaster,MEI,Integrated Biomedical Engineering & Health Sciences (Co-op),94.8
McMaster,MEI,Integrated Biomedical Engineering & Health Sciences (Co-op),97.67
McMaster,MEI,Integrated Biomedical Engineering & Health Sciences (Co-op),96
McMaster,MH,Humanities I,93.33
McMaster,MH,Humanities I,87
McMaster,MH,Humanities I,88
McMaster,MIS,Integrated Science,94.8
McMaster,MIS,Integrated Science,96.67
McMaster,MIS,Integrated Science,93.67
McMaster,ML,Social Sciences I,91.83
McMaster,ML,Social Sciences I,89
McMaster,ML,Social Sciences I,90.4
McMaster,ML,Social Sciences I,96
McMaster,ML,Social Sciences I,92.5
McMaster,ML,Social Sciences I,90
McMaster,ML,Social Sciences I,96.5
McMaster,ML,Humaniti 1,92.5
McMaster,ML,Social Sciences I (Psychology),90.16
McMaster,ML,Social Sciences I,87
McMaster,ML,Social Sciences I,86.33
McMaster,ML,Social Sciences I,81.83
McMaster,MLE,Economics I,87
McMaster,MLS,Life Sciences Gateway,99.33
McMaster,MLS,Life Sciences Gateway,99.33
McMaster,MLS,Life Sciences Gateway,97.67
McMaster,MLS,Life Sciences Gateway,97.33
McMaster,MLS,Life Sciences Gateway,96
McMaster,MLS,Life Sciences Gateway,96
McMaster,MLS,Life Sciences Gateway,96
McMaster,MLS,Life Sciences Gateway,95.67
McMaster,MLS,Life Sciences Gateway,95.66
McMaster,MLS,Life Sciences Gateway,95
McMaster,MLS,Life Sciences Gateway,95
McMaster,MLS,Life Sciences Gateway,94.25
McMaster,MLS,Life Sciences Gateway,94
McMaster,MLS,Life Sciences Gateway,98.5
McMaster,MLS,Life Sciences Gateway,95.67
McMaster,MLS,Life Sciences Gateway,93.5
McMaster,MLS,Life Sciences Gateway,94.17
McMaster,MLS,Life Sciences Gateway,96
McMaster,MLS,Life Sciences Gateway,94.69
McMaster,MLS,Life Sciences Gateway,94.5
McMaster,MLS,Life Sciences Gateway (Life Sciences),94.5
McMaster,MLS,Life Sciences Gateway,94.33
McMaster,MLS,Life Sciences Gateway,94
McMaster,MLS,Life Sciences Gateway,94
McMaster,MLS,Life Sciences Gateway,94
McMaster,MLS,Life Sciences Gateway,93.33
McMaster,MLS,Life Sciences Gateway,93
McMaster,MLS,Life Sciences Gateway,92.83
McMaster,MLS,Life Sciences Gateway,92.8
McMaster,MLS,Life Sciences Gateway,95.33
McMaster,MLS,Life Sciences Gateway,91
McMaster,MN,Nursing,94
McMaster,MN,Nursing,98.5
McMaster,MN,Nursing,97
McMaster,MN,Nursing,96
McMaster,MN,Nursing,94.33
McMaster,MN,Nursing,94
McMaster,MN,Nursing,93.83
McMaster,MN,Nursing,93.33
McMaster,MN,Nursing,93.17
McMaster,MN,Nursing,93.88
McMaster,MNM,Nursing (Mohawk-McMaster),94
McMaster,MNM,Nursing (Mohawk-McMaster),90.83
McMaster,MNS,Honours Health Sciences I,98.83
McMaster,MNS,Honours Health Sciences I,98.5
McMaster,MNS,Honours Health Sciences I,98.5
McMaster,MNS,Honours Health Sciences I,97
McMaster,MNS,Honours Health Sciences I,96
McMaster,MNS,Honours Health Sciences I,91.83
McMaster,MNS,Honours Health Sciences I,91.67
McMaster,MNS,Honours Health Sciences I,91
McMaster,MPS,Chemical & Physical Sciences Gateway,88.33
McMaster,MPS,Chemical & Physical Sciences Gateway,93
McMaster,MPS,Chemical & Physical Sciences Gateway,91.25
McMaster,MPS,Chemical & Physical Sciences Gateway,89
McMaster,MPS,Chemical & Physical Sciences Gateway,85
McMaster,MPT,Automation Systems Engineering Technology,93
McMaster,MRS,Honours Medical Radiation,95.33
McMaster,MTT,Biotechnology Co-op,92
McMaster,MV,Honours Kinesiology,95
McMaster,MV,Honours Kinesiology,95
McMaster,MV,Honours Kinesiology,94
McMaster,MV,Honours Kinesiology,93.5
McMaster,MV,Honours Kinesiology,93
McMaster,MV,Honours Kinesiology,92.12
McMaster,MV,Honours Kinesiology,90.17
McMaster,MV,Honours Kinesiology,97.5
McMaster,MV,Honours Kinesiology,96
McMaster,MV,Honours Kinesiology,92.8
McMaster,MV,Honours Kinesiology,92
McMaster,MV,Honours Kinesiology,92
McMaster,MX,Arts and Science I,98.17
McMaster,MY,Honours Midwifery,92
McMaster,MZ,Mathematics and Statistics Gateway,96.33
McMaster,MZ,Mathematics and Statistics Gateway,96
McMaster,MZ,Mathematics and Statistics Gateway,95.6
McMaster,MZ,Mathematics and Statistics Gateway,93.66
McMaster,MZ,Mathematics and Statistics Gateway,92.33
McMaster,MZ,Mathematics and Statistics Gateway,91.83
McMaster,MZ,Mathematics and Statistics Gateway,91
McMaster,MZ,Mathematics and Statistics Gateway,93
McMaster,,Actuarial and Financial Mathmatics,84.33
New York University,,NYU Neurosci,97.8
Nipissing,PEA,Concurrent Bachelor of Arts/Bachelor of Education - Junior/Intermediate (Child/Family Studies),90
Nipissing,PSN,Bachelor of Science in Nursing,94
OCAD,HGD,Graphic Design- Honours,85
OCAD,HIL,Illustration,96.5
OCAD,HPT,Photography,73
Ontario Tech,DAO,"Bachelor of Arts (Hons), Political Science",93.25
Ontario Tech,DBF,Finance (BCom),60
Ontario Tech,DCD,Computer Science (BSc/BScM) (Co-op),86
Ontario Tech,DCD,Computer Science (BSc/BScM) (Co-op),88
Ontario Tech,DCD,Computer Science (BSc/BScM) (Co-op),99.33
Ontario Tech,DCE,Electrical Engineering (BEng/BEngM) (Co-Op),96
Ontario Tech,DCN,Mechanical Engineering (BEng/BEngM) (Co-op),81.33
Ontario Tech,DCN,Mechanical Engineering (BEng/BEngM) (Co-op),89
Ontario Tech,DCN,Mechanical Engineering (BEng/BEngM) (Co-op),90.5
Ontario Tech,DCN,Mechanical Engineering (BEng/BEngM) (Co-op),88
Ontario Tech,DCN,Mechanical Engineering (BEng/BEngM) (Co-op),87.33
Ontario Tech,DCO,Mechatronics Engineering (BEng/BEngM) (Co-op),95
Ontario Tech,DCO,Mechatronics Engineering (BEng/BEngM) (Co-op),84
Ontario Tech,DCO,Mechatronics Engineering (BEng/BEngM) (Co-op),92.2
Ontario Tech,DCO,Mechatronics Engineering (BEng/BEngM) (Co-op),96.17
Ontario Tech,DCT,Business - Technology Management (BCom) (Co-op),88.17
Ontario Tech,DCW,Software Engineering (BEng/BEngM) (Co-op),97.5
Ontario Tech,DCW,Software Engineering (BEng/BEngM) (Co-op),93.33
Ontario Tech,DEE,Electrical engineering,91
Ontario Tech,DEH,Mechatronics Engineering,97.2
Ontario Tech,DEN,Nuclear Engineering,93.78
Ontario Tech,DEO,Educational Studies - Early Childhood Studies (BA),89
Ontario Tech,DHL,Medical Laboratory Science (BHSc),88
Ontario Tech,DHN,Nursing (BScN),94
Ontario Tech,DHN,Nursing (BScN),97
Ontario Tech,DHN,Nursing (BScN),93
Ontario Tech,DHN,Nursing (BScN),90
Ontario Tech,DHN,Nursing (BScN),91.16
Ontario Tech,DNC,Nuclear Engineering,96
Ontario Tech,DSN,BSc Forensic Science,88.25
Ontario Tech,DSW,Bachelor of Science (Hons) - Chemistry - Pharmaceutical Chemistry (Non-Co-op),89
Polytechnique Montréal,,Génie Physique,92
Queen's,QA,Arts (Linguistics),96
Queen's,QA,Arts,97
Queen's,QA,Arts,96.33
Queen's,QA,Arts (Psychology),96
Queen's,QA,Arts,94.16
Queen's,QA,Arts (Economics),89
Queen's,QA,Arts (Economics),91.83
Queen's,QA,Arts (Psychology),94
Queen's,QA,Arts (Economics),87.33
Queen's,QA,Political Studies,89.67
Queen's,QA,General Arts and Science,85.33
Queen's,QA,Arts (Economics),84
Queen's,QB,Concurrent Education/Arts (Music),97.5
Queen's,QB,Concurrent Education/Arts,97
Queen's,QB,Concurrent Education/Arts,96.33
Queen's,QB,Concurrent Education/Arts,96.5
Queen's,QB,Concurrent Education/Arts,92.33
Queen's,QB,Concurrent Education/Arts,96.67
Queen's,QC,Smith Commerce,91
Queen's,QC,Smith Commerce,95
Queen's,QC,Smith Commerce,96.5
Queen's,QC,Smith Commerce,95.67
Queen's,QC,Smith Commerce,94.3
Queen's,QC,Smith Commerce,92.5
Queen's,QC,Smith Commerce,93.2
Queen's,QC,Smith Commerce,97.5
Queen's,QC,Smith Commerce,96.8
Queen's,QC,Smith Commerce,93.5
Queen's,QC,Smith Commerce,87.5
Queen's,QD,Computing,97.75
Queen's,QD,Computing,97
Queen's,QD,Computing,97
Queen's,QD,Computing,95.6
Queen's,QD,Computing,94
Queen's,QD,Computing,93.83
Queen's,QD,Computing,93.67
Queen's,QD,Computing,93.66
Queen's,QD,Computing,93
Queen's,QD,Computing,92.6
Queen's,QD,Computing,92.5
Queen's,QD,Computing,91.75
Queen's,QD,Computing,94.66
Queen's,QD,Computing,92
Queen's,QD,Computing,91.83
Queen's,QD,Computing,96
Queen's,QD,Computing,88.67
Queen's,QD,Computing,87
Queen's,QD,Computing,84.33
Queen's,QE,Smith Engineering - Common First Year (Civil Engineering),87.2
Queen's,QE,Smith Engineering - Common First Year (Mechanical and Materials Engineering),94
Queen's,QE,Smith Engineering - Common First Year,95.8
Queen's,QE,Smith Engineering - Common First Year (Chemical Engineering),98.8
Queen's,QE,Smith Engineering - Common First Year,98.25
Queen's,QE,Smith Engineering - Common First Year,97.8
Queen's,QE,Smith Engineering - Common First Year,97.8
Queen's,QE,Smith Engineering - Common First Year,97.6
Queen's,QE,Smith Engineering - Common First Year,97.2
Queen's,QE,Smith Engineering - Common First Year (Chemical Engineering),98
Queen's,QE,Smith Engineering - Common First Year,97.6
Queen's,QE,Smith Engineering - Common First Year,96
Queen's,QE,Smith Engineering - Common First Year,96.4
Queen's,QE,Smith Engineering - Common First Year,95
Queen's,QE,Smith Engineering - Common First Year,97.3
Queen's,QE,Smith Engineering - Common First Year (Civil Engineering),96.4
Queen's,QE,Smith Engineering - Common First Year,95.7
Queen's,QE,Smith Engineering - Common First Year,95.6
Queen's,QE,Smith Engineering - Common First Year (Mechanical and Materials Engineering),94.83
Queen's,QE,Smith Engineering - Common First Year,96
Queen's,QE,Smith Engineering - Common First Year,93.6
Queen's,QE,Smith Engineering - Common First Year,94.8
Queen's,QE,Smith Engineering - Common First Year,90.67
Queen's,QE,Smith Engineering - Common First Year,94.8
Queen's,QE,Smith Engineering - Common First Year,95
Queen's,QEC,Smith Engineering - Direct Entry Computer Engineering,91.4
Queen's,QEC,Smith Engineering - Direct Entry Computer Engineering,99.5
Queen's,QEC,Smith Engineering - Direct Entry Computer Engineering,97.5
Queen's,QEC,Smith Engineering - Direct Entry Computer Engineering,89
Queen's,QEC,Smith Engineering - Direct Entry Computer Engineering,97.75
Queen's,QEC,Smith Engineering - Direct Entry Computer Engineering,96.33
Queen's,QEC,Smith Engineering - Direct Entry Computer Engineering,96
Queen's,QEC,Smith Engineering - Direct Entry Computer Engineering,92.5
Queen's,QEM,Smith Engineering - Direct Entry Mechatronics and Robotics Engineering,99.5
Queen's,QEM,Smith Engineering - Direct Entry Mechatronics and Robotics Engineering,97.5
Queen's,QEM,Smith Engineering - Direct Entry Mechatronics and Robotics Engineering,97
Queen's,QEM,Smith Engineering - Direct Entry Mechatronics and Robotics Engineering,95.8
Queen's,QF,Concurrent Education/Science,98.5
Queen's,QF,Concurrent Education/Science,99
Queen's,QF,Concurrent Education/Science,94
Queen's,QF,Concurrent Education/Science,92.2
Queen's,QF,Concurrent Education/Science,91.83
Queen's,QH,Health Sciences,99
Queen's,QH,Health Sciences,99
Queen's,QH,Health Sciences,97.5
Queen's,QH,Health Sciences,96.3
Queen's,QH,Health Sciences,99.33
Queen's,QH,Health Sciences,97.67
Queen's,QH,Health Sciences,97.17
Queen's,QK,Kinesiology,94
Queen's,QL,Life Sciences and Biochemistry,95
Queen's,QL,Life Sciences and Biochemistry,99.67
Queen's,QL,Life Sciences and Biochemistry,97
Queen's,QL,Life Sciences and Biochemistry,96.3
Queen's,QL,Life Sciences and Biochemistry,96
Queen's,QL,Life Sciences and Biochemistry,96
Queen's,QL,Life Sciences and Biochemistry,95
Queen's,QL,Life Sciences and Biochemistry,96
Queen's,QL,Life Sciences and Biochemistry,94
Queen's,QL,Life Sciences and Biochemistry,93.2
Queen's,QL,Life Sciences and Biochemistry,91.83
Queen's,QL,Life Sciences and Biochemistry,92.67
Queen's,QL,Life Sciences and Biochemistry,90.67
Queen's,QL,Life Sciences and Biochemistry,94.5
Queen's,QN,Nursing,94.8
Queen's,QN,Nursing,92.6
Queen's,QN,Nursing,90.5
Queen's,QN,Nursing,94.8
Queen's,QN,Nursing,93.16
Queen's,QN,Nursing,93
Queen's,QS,Science (Astrophysics),94
Queen's,QS,Science (Biotechnology),93.67
Queen's,QS,Statistics,93
Queen's,QS,Life science and Biochemistry,91
Queen's,QS,Science,96.4
Queen's,QS,Bachelor of Science (Honours) in Biochemistry,92.75
Queen's,QS,Science,83
TMU,SAA,Aerospace Engineering,93
TMU,SAA,Aerospace Engineering,92
TMU,SAA,Aerospace Engineering (Co-op Available),92.16
TMU,SAB,Computer Science (Co-op available),97.5
TMU,SAB,Computer Science,90.33
TMU,SAB,Computer Science (Co-op available),91
TMU,SAB,Computer Science (Co-op available),89.16
TMU,SAB,Computer Science (Co-op available),97.16
TMU,SAB,Computer Science (Co-op available),86.66
TMU,SAB,Computer Science (Honours),86
TMU,SAB,Computer Science (Co-op available),88
TMU,SAC,Geographic Analysis Co-op,96
TMU,SAD,Architectural Science,92.5
TMU,SAD,Architectural Science (Co-op available),98.17
TMU,SAD,Architectural Science,96.4
TMU,SAH,History,81.67
TMU,SBB,Business Technology Management,88
TMU,SBB,Business Technology Management,82
TMU,SBI,Biomedical Engineering (Co-op available),92.5
TMU,SBI,Biomedical Engineering (Co-op available),88.7
TMU,SBO,Accounting and Finance,93.2
TMU,SBO,Accounting and Finance (regular),93
TMU,SBO,Accounting and Finance,89
TMU,SBO,Accounting and Finance (regular),86
TMU,SBO,Accounting and Finance (regular),93.16
TMU,SBS,Biomedical Sciences (Co-op available),99
TMU,SBS,Biomedical Sciences (Co-op available),97.5
TMU,SBS,Biomedical Sciences (Co-op available),90.5
TMU,SBS,Biomedical Sciences (Co-op available),94
TMU,SBS,Biomedical Sciences (Co-op available),90
TMU,SBS,Biomedical Sciences,90.25
TMU,SBS,Biomedical Sciences (Co-op available),89
TMU,SBS,Biomedical Sciences (Co-op Available),89.2
TMU,SBS,Biomedical Sciences (Co-op available),91
TMU,SBX,Biology (Honours),84
TMU,SBX,Biology (Honours),89
TMU,SBX,Biology (Honours) (Co-op Available),86
TMU,SCD,Creative Industries,70
TMU,SCE,Computer Engineering (Co-op available),97.5
TMU,SCE,Computer Engineering (Co-op available),96
TMU,SCE,Computer Engineering (Co-op available),96.2
TMU,SCE,Computer Engineering (Co-op available),94
TMU,SCE,Computer Engineering (Co-op available),92
TMU,SCE,Computer Engineering (Co-op available),85
TMU,SCF,Chemical Engineering (Co-operative),96
TMU,SCF,Chemical Engineering (Co-op),87.5
TMU,SCG,Civil Engineering,90.25
TMU,SCG,Civil Engineering (Co-op available),92.4
TMU,SCG,Civil Engineering,87.5
TMU,SCH,Chemistry Non-Co-op,87.6
TMU,SCH,Chemistry (Co-op available),89
TMU,SCY,Child and Youth Care,93
TMU,SCY,Child and Youth Care,95.33
TMU,SDM,Performance Production,89.5
TMU,SDM,Performance Production,70
TMU,SEH,Early Childhood Studies,95.33
TMU,SEH,Early Childhood Studies,80
TMU,SEJ,Electrical Engineering (Co-op available),96
TMU,SEJ,Electrical Engineering (Co-op available),93.83
TMU,SEJ,Electrical Engineering (Co-op available),91.5
TMU,SEU,Undeclared Engineering,95.6
TMU,SEU,Undeclared Engineering,93.75
TMU,SEU,Undeclared Engineering,92.5
TMU,SIE,Economics and Finance (Co-op available),91
TMU,SIE,Economics and Finance (Co-op available),89
TMU,SMM,Professional Communication,87
TMU,SMM,Professional Communication,95
TMU,SMM,Professional Communication,75
TMU,SMM,Professional Communication,87
TMU,SMP,Medical Physics (Co-op available),89
TMU,SMW,Mechanical Engineering (Co-op available),96
TMU,SMW,Mechanical Engineering (Co-op available),95
TMU,SMW,Mechanical Engineering,90.5
TMU,SNG,Nursing at George Brown College,94
TMU,SNG,Nursing at George Brown College,93
TMU,SNG,Nursing at George Brown College,97
TMU,SNG,Nursing at George Brown College,89.5
TMU,SNG,Nursing at George Brown College,84.5
TMU,SNN,Nursing at Centennial College,89
TMU,SNN,Nursing at Centennial College,91.17
TMU,SNX,Nursing at TMU,96
TMU,SNX,Nursing at TMU,90.86
TMU,SNX,Nursing at TMU,96
TMU,SNX,Nursing at TMU,88
TMU,SNX,Nursing at TMU,95.2
TMU,SNX,Nursing at TMU,93.33
TMU,SNX,Nursing at TMU,90
TMU,SNX,Nursing at TMU,91
TMU,SPA,Image Arts - Film,95.17
TMU,SPB,New Media,91
TMU,SPG,Politics and Governance (Co-op available),90
TMU,SPG,Politics and Governance (Co-op available),90.5
TMU,SPG,Politics and Governance,81.67
TMU,SPS,Psychology (Co-op Available),94
TMU,SPS,Psychology (Co-op Available),93
TMU,SPS,Psychology (Honours),87
TMU,SPS,Psychology (Honours),84.8
TMU,SQA,Accounting & Finance (Co-op),94
TMU,SQA,Accounting & Finance (Co-op),92
TMU,SQA,Accounting & Finance (Co-op),89.1
TMU,SQA,Accounting & Finance (Co-op),91
TMU,SQA,Accounting & Finance (Co-op),92.83
TMU,SQB,Business Management (Co-op),97
TMU,SQB,Business Management (Co-op),98.1
TMU,SQB,Business Management (Co-op),92
TMU,SQC,Business Technology Management (Co-op),94.5
TMU,SQC,Business Technology Management (Co-op),89.33
TMU,SRD,Media Production,88.5
TMU,SRD,Media Production,70
TMU,SRT,Media Production,91
TMU,SSE,Social work,80
TMU,SSO,Sociology,95.33
TMU,STR,Mechatronics Engineering (Co-op available),93
TMU,STR,Mechatronics Engineering (Co-op available),96
TMU,SUN,Undeclared Arts,84
TMU,SUP,Urban and Regional Planning,97.8
TMU,SUP,Urban and Regional Planning,89.5
TMU,SUP,Urban and Regional Planning,90
TMU,SUP,Urban and Regional Planning,91
TMU,SUP,Urban and Regional Planning,94.33
TMU,SUP,Urban and Regional Planning,94.5
TMU,,Commerce (BCom: Finance),90
Trent,RAP,Criminology,62.16
Trent,RBS,Biomedical Science (Honours Science),95
Trent,RBS,Biomedical Science (Honours Science),81
Trent,RBS,Biomedical Science (Honours Science),91
Trent,RCE,Chemical Engineering (Dual Degree),82
Trent,RCN,Bachelor of Science in Nursing,94
Trent,RCN,Bachelor of Science in Nursing,90.67
Trent,RCN,Nursing,90
Trent,RCN,Bachelor of Science in Nursing,93.2
Trent,RDL,Business Administration (BBA),84
Trent,RIO,Durham Campus - Artificial Intelligence (Honours Arts) - Co-op,88.33
Trent,RKA,Medical Professional Stream,94.8
Trent,RMD,Bachelor of Arts and Science - Medical: Trent/Swansea Dual Degree,96
Trent,RMD,Bachelor of Arts and Science - Medical: Trent/Swansea Dual Degree,94.8
Trent,ROQ,Teacher Education Stream - Arts (Honours) (Child & Youth Studies),93
Trent,RPS,Bsc Psychology,79
Trent,RPU,Political Studies (Honours Arts) - Co-op,90.5
Trent,RSU,Forensics & Honours Science,90.67
Trent,RSU,Forensics & Honours Science,88.25
Trent,RSU,Forensics & Honours Science,75
Trent,RTA,Teacher Education Stream - Arts (Honours) (Women's Studies),91
Trent,RTS,Honours Science - Teacher Ed Stream,95
Trent,RTS,Teacher Education Stream - Science (Honours) - Mathematics,95.83
Trent,RUF,Forensic Biology,86
Trent,RUF,Forensic Biology,88.25
Trent,RZN,Computer Science & Forensics,80
Trent,,Trent/Swansea Dual Degree B.A Criminology/ LL.B. Law,96
Trent,,Teacher Education Stream - Arts (Honours) (Psychology),93
UofT - SG,TAC,Rotman Commerce,96.8
UofT - SG,TAC,Rotman Commerce,96
UofT - SG,TAC,Rotman Commerce,96
UofT - SG,TAC,Rotman Commerce,95.83
UofT - SG,TAC,Rotman Commerce,92.75
UofT - SG,TAC,Rotman Commerce,99.3
UofT - SG,TAC,Rotman Commerce,98.1
UofT - SG,TAC,Rotman Commerce,97.83
UofT - SG,TAC,Rotman Commerce,96.8
UofT - SG,TAC,Rotman Commerce,95.2
UofT - SG,TAC,Rotman Commerce,94
UofT - SG,TAC,Rotman Commerce,92.33
UofT - SG,TAC,Rotman Commerce,91
UofT - SG,TAC,Rotman Commerce,90
UofT - SG,TAC,Rotman Commerce,95
UofT - SG,TAC,Rotman Commerce,93.5
UofT - SG,TAC,Rotman Commerce,92
UofT - SG,TAC,Rotman Commerce,98
UofT - SG,TAC,Rotman Commerce,97
UofT - SG,TAC,Rotman Commerce,95
UofT - SG,TAC,Rotman Commerce,91.7
UofT - SG,TAD,Computer Science,98.86
UofT - SG,TAD,Computer Science,98.11
UofT - SG,TAD,Computer Science,97.6
UofT - SG,TAD,Computer Science,97.5
UofT - SG,TAD,Computer Science,96.33
UofT - SG,TAD,Computer Science,96.12
UofT - SG,TAD,Computer Science,94.83
UofT - SG,TAD,Computer Science,96.5
UofT - SG,TAD,Computer Science,94.3
UofT - SG,TAD,Computer Science,98.17
UofT - SG,TAD,Computer Science,98
UofT - SG,TAD,Computer Science,97
UofT - SG,TAD,Computer Science,96.83
UofT - SG,TAD,Computer Science,96
UofT - SG,TAD,Computer Science,95.83
